texto,fecha,usuario
"rt @fridasikahlo: achurra diciendo que nadie quiere eliminar la propiedad privada
eso mismo decía chávez",2021-10-18 23:59:52 UTC,pmartinez58
"@minsweetheart legoshi, louis y pina son un 10/10 😳🤙🏻",2021-10-18 23:59:52 UTC,jinruzhan
"rt @rtvces: #todosconlapalma | @luzcasaloficial : ""la gente sensible se tiene que unir""

#rtvcconlapalma https://t.co/qomyqhiisg",2021-10-18 23:59:52 UTC,JoseGarciaGC
rt @cinthifernandez: lo mejor q vi en el día ! #wandatebanco https://t.co/wretshkjpz,2021-10-18 23:59:52 UTC,MilagrosDrovet1
"que lindo como hacen cagar todo estos simios infrahumanos, y despues andan llenandose el hocico con el medio ambiente y la naturaleza https://t.co/blxi3artg9",2021-10-18 23:59:52 UTC,EdwardW68683637
@ppteamrafa 👐🏾🥰❤️ esos son los míos y el tuyo cual es rafa?,2021-10-18 23:59:52 UTC,yocelinvegaflor
"rt @trompe__: última encuesta nivel nacional 🇦🇷

jxc - 44,5 %
fdt - 29,5% 

un par más de cajones de herminio y desaparecen para siempre

🙌",2021-10-18 23:59:52 UTC,GracielaCRAPAN2
@orimicag invitalo a tu cumple jajaja,2021-10-18 23:59:52 UTC,_nickyd27
@greenbriqr antes la habia cerrado 😭😭😭 no hace falta más confirmación,2021-10-18 23:59:52 UTC,mintsandtea
@koonchatumaree rezo para que vuelvas sin diente.,2021-10-18 23:59:52 UTC,Taehyungpro777
"rt @ecopracticas: conductores como estos afectan tus playas y tu derecho a disfrutarlas, además destruyen los nidos de tortugas.
#rusticos #4wd #playas #playasparatodos #contaminacionsonica https://t.co/4eujbl8u2g",2021-10-18 23:59:52 UTC,ViVeLa7
"rt @jlespert: parte de la reforma laboral que impulsaremos desde @avanzalibertad_ en el congreso, será prohibirle a los sindicalistas toda actividad no sindical (senador, diputado, dueño de medios, presidentes de clubes de fútbol, etc.) https://t.co/khkllxrgev",2021-10-18 23:59:52 UTC,MauroPucciano
"rt @mvidal_taz: no puedo creer que @elisaloncon declare : el 18-o es un día donde chile y la ciudadanía ganó por unidad. yo no gané nada señora, solo la perdida de mi negocio.",2021-10-18 23:59:52 UTC,chakk001
rt @ferandalf: tú si vales el cringe q me da ser cursi,2021-10-18 23:59:52 UTC,mia_tueme
"rt @el_analista2020: maravillosa noticia internacional. 
compártela para que les llegue a todos los progres que quieren enseñarnos cómo educar a nuestros hijos. 
por eso amo la colonización. 
gracias, españa. https://t.co/8svmbpotht",2021-10-18 23:59:52 UTC,Barbarafans27
rt @mericejitas: te miro y sé que te quiero,2021-10-18 23:59:52 UTC,aixaespinola24
"rt @curieje: #vuelvead18oct
enhorabuena por la entrevista de esta noche diego. y nada esperamos al estreno del canal de antonio david con muchas ganas y mucha ilusión. va a ser todo un récord de audiencias. ya no queremos tv, queremos youtube. https://t.co/bbl9xk7vhy",2021-10-18 23:59:52 UTC,Kamuja16
"rt @andreselgury: #hilo les haré un resumen de la semana que acaba de terminar para @quinterocalle con las investigaciones y noticias que ha tenido que afrontar, todos los días un escándalo diferente, de un mandatario empeñado en pelear con todo el mundo, comencemos con esta gráfica resumen: https://t.co/kstpdd7tct",2021-10-18 23:59:52 UTC,Tulio_DD
pancho chismoso,2021-10-18 23:59:52 UTC,xime9693
@lucas_larse se tenía que decir y se dijo,2021-10-18 23:59:52 UTC,joaco_est
"@itsdanidanii no más bonita que tú, morr",2021-10-18 23:59:52 UTC,catherrer
rt @marioherzam: quedo@pendiente mary yo te atiendo con todo gusto,2021-10-18 23:59:52 UTC,oscarjavierg
"rt @ricardomendivil: feliz cumpleaños al genio y padre del rock and roll. el hombre que revolucionó el rockabilly y transformó lo que hoy conocemos como rythym and blues.

¡el gran chuck berry! https://t.co/8jtrkrecwv",2021-10-18 23:59:52 UTC,gusrodfck
@huncib realmente memorable,2021-10-18 23:59:52 UTC,tigosaurio
"iba a buscar quién era @patipenaloza y por qué se la vacilan tanto, pero resulta que ya me había bloqueado... 😆😆😆😆😂🤣 https://t.co/yrmlmawvdt",2021-10-18 23:59:52 UTC,AstronautApe
"aveces me asombro como dibujo sin haber tomado una clase de dibujo en mi vida, y más aún como evoluciono de dibujo a dibujo",2021-10-18 23:59:52 UTC,Lisandro_G_M
yo en estos momentos… te amo wandaaa https://t.co/6a8yp30xyi,2021-10-18 23:59:52 UTC,venusWtc
ahoraque,2021-10-18 23:59:52 UTC,HIR4IMM0
@martintetaz @lenideva totalmente de acuerdo,2021-10-18 23:59:52 UTC,Mitchel7575
"rt @miahfmn: estoy bloqueando a un poco de hpts, si no te he bloqueado es porque presiento que en algún momento nos vamos a tomar unas bielas.",2021-10-18 23:59:52 UTC,sndramunoz
quiero volver al sábadoo,2021-10-18 23:59:52 UTC,giulitestiini
"rt @fdondeestas: cosas que pasan en patagonia, region de aysén 👇👇👇👇 https://t.co/5hviom5dsw",2021-10-18 23:59:52 UTC,CamiEkatherina
"está mal lo de rojo del lado derecho aaah, romina se salva de reprobar el curso",2021-10-18 23:59:52 UTC,BtsMyGuys
"escuchar llorar a mi amiga por culpa de un par de niñatas odiosas que se creen correctas, me caga tanto que si pudiera reventar sus caras con un saque, lo haría. cualquiera puede dársela de correcto tras una pantalla",2021-10-18 23:59:52 UTC,bl_salome
@davldromero así son las cosas prefieren ver la paja en el ojo ajeno.,2021-10-18 23:59:52 UTC,avispak12
"rt @godama6: vos vas sin cinturón en el auto, y te hacen una multa. ellos pueden  ir parados en el techo y no pasa nada. https://t.co/ggwvnvtpk9",2021-10-18 23:59:52 UTC,danipopsickle
rt @jschaulsohn: que dirá  @jaime_bassa sobre su idea  iniciar el debate sobre la nueva constitución el 18 de octubre como homenaje a la revuelta?,2021-10-18 23:59:52 UTC,ro_moyano_26
"rt @andres20ad: ¿de verdad creen que en el país del estallido social contra el neoliberalismo, donde millones se reunieron en la plaza dignidad, donde le hemos dado paliza a la derecha en cada elección, un nazi encabeza las encuestas? no le creas nunca a la cadem y a la prensa de derecha. https://t.co/szccdz0lqq",2021-10-18 23:59:52 UTC,Ignaciovila16
la odio mil,2021-10-18 23:59:52 UTC,Nati_D2_
"@3_nicaragua @indio_nica @abisandinista @505sandinista @41ardilla @wilsan0664 @porfirioorozco5 @moralimpiala @yaderespinoza01 @princesapersa81 @altovoltaje1979 obras en beneficio del pueblo, solo con el gobierno del fsln. 
#managuasandinista
@florycantor 
@tanisandinista3 
@comandant3perro",2021-10-18 23:59:52 UTC,hugonoviembre
@ipoduje @gabrielboric @provosteyasna candidatos de la indignidad,2021-10-18 23:59:52 UTC,wwallace1971
muy cierto lo mejor es  no caer en sus provocaciones https://t.co/rqiquqlfmn,2021-10-18 23:59:52 UTC,Vampiro98682700
@rareslangfordft es que tú me tratas mal ):,2021-10-18 23:59:52 UTC,mistakechalamet
sabes cómo en vez de ir al liceo me voy a la rambla a tomarme una chela mátense todos firme,2021-10-18 23:59:52 UTC,ccamir_
rt @guillecinn: quieres enamorarme? haz esto https://t.co/aiqkyxotzx,2021-10-18 23:59:52 UTC,MHM048
"🛍 (@ paseo interlomas - @paseointer in huixquilucan, mex, mex) https://t.co/rquwzbtzw3",2021-10-18 23:59:52 UTC,Madonnitoo_
rt @anielux_: el necesitas nombres boludita es solo el adelanto de todo lo que se viene porque claramente wanda esta re caliente https://t.co/av8oen1zgm,2021-10-18 23:59:52 UTC,Thinkingboy01
@miguel_angel te te parece!,2021-10-18 23:59:52 UTC,Paco00923081
"rt @maestranobel: donde haya un árbol que plantar, plántalo tú. donde haya un error que enmendar, enmiéndalo tú. donde haya un esfuerzo que todos esquivan, hazlo tú. sé tú el que aparta la piedra del camino",2021-10-18 23:59:52 UTC,ClaudiaLoretoS4
rt @karlarboledas: un día se me ocurrió poner el movil en silencio y así se ha quedado,2021-10-18 23:59:52 UTC,issguz04
"rt @marcelaguinaga: 1. la glosa es ilegal porque el dinero nunca salió de arcas estatales y no hubo perjuicio al estado, ¿dónde está la plata? en el estado.
2. les ha incomodado que esta guayaca les diga frontalmente lo que piensa.
3. sigan incomodándose, porque no tendrán la paz de mi silencio.",2021-10-18 23:59:52 UTC,JCROGERTRIBA
@latilo4 jaja re mil yendooooo las extraño♥️,2021-10-18 23:59:52 UTC,ald1m_
pq me dejó de seguir..,2021-10-18 23:59:52 UTC,ilvjeonginn
"rt @miguelalegriap: @rafaelharvey3 @mindefchile @gabrielboric @provosteyasna @gabrielboric aca esta tu ministro de defensa, espero no pierdas la oportunidad en tu gobierno transformador.",2021-10-18 23:59:52 UTC,HansonLucy
ah! la luna https://t.co/014zassxjs,2021-10-18 23:59:52 UTC,Otrononame
"@robertofeletti 
es mierda kerchnerista mas que cagón está cagado https://t.co/okzjrkj8yi",2021-10-18 23:59:52 UTC,JC_Quiro
@_soldenuke_ siii vaya mierda,2021-10-18 23:59:52 UTC,Holly_TIFF
rt @sandracomunes: ¡oiga! ¿ustedes sabían que en la plaza de bolívar hay un grupo de jóvenes que vienen de la guajira y que llevan 27 días en huelga de hambre porque literalmente su gente esta muriendo de hambre y de sed? señor @ivanduque ¿no los va a atender? #noconfioen este gobierno indolente.,2021-10-18 23:59:52 UTC,hcelis35
"@mxnuevaera @donporfifirio que difícil debe ser para ti explicar lo que quieres decir,un poco de lectura o educación servirían.",2021-10-18 23:59:52 UTC,AssamJuan
"veníamos caminando, vimos un semáforo rojo y me acordé de la @penelopeglamour y los derechos humanos de los semáforos.",2021-10-18 23:59:52 UTC,nataflawer
"te perdono porque sé que no querías herirme, solo estabas confundido, y yo estaba muy enamorada.",2021-10-18 23:59:52 UTC,AlejandraPradaL
rt @adrianacvs: los adultos odian la verdad y la llaman falta de respeto,2021-10-18 23:59:52 UTC,aandreaisabell
estoy como toda descompensada emocionalmente.,2021-10-18 23:59:52 UTC,Aliaspichuxd
rt @indirectasrock: necesito miles de mimos (todos tuyos).,2021-10-18 23:59:52 UTC,Nbalderrama41
rt @indirectasrock: le tengo el amor que nunca le tuve a nadie.,2021-10-18 23:59:52 UTC,laruu_003
"rt @damianalavat: este tipo es un sinvergüenza. si el agente no actuaba y mataban de todos modos al chico o alguno de los que estaban ahí en el momento, también se iría contra él por no actuar de manera oportuna.
este ""abogado"" sólo sirve para el show en los programas de farándula. https://t.co/ruhk2wcmmw",2021-10-18 23:59:52 UTC,CarlosD08711573
"rt @gendryenrique: ¿que pretende hacer el régimen de la habana, con esos millones de cubanos que obramos por una cuba libre? ¿dónde está la cuba con todos y para el bien de todos?
#todossomosarchipielago
#15ncuba #libertadparalospresospolíticos",2021-10-18 23:59:52 UTC,cubanolibre48
tomara https://t.co/endbhubxi6,2021-10-18 23:59:52 UTC,roseguittars
rt @petrogustavo: américa del sur debería iniciar ya las presiones en la onu para que se pueda compensar con fondos internacionales la decisión de dejar de explotar los yacimientos de combustibles fósiles con que cuenta.,2021-10-18 23:59:52 UTC,XarvII
rt @orlvndoa: la transición que le corresponde a cada chavista e individuo que robó en venezuela: https://t.co/sggb8kqrcf,2021-10-18 23:59:52 UTC,gmanamas
@ammpkk pq no me gusta nadieee,2021-10-18 23:59:52 UTC,tobiopiola
"@alejandraoraa uno entiende que meditar requiere de un ambiente favorable. la meditación es como mi propia historia. un bando disciplinado para, y otro revuelto, no le consigue la ciencia. algo como que llegas a primera base, y ya pasaron los nueve innings: no hay nadie celebrando algo ni nada.",2021-10-18 23:59:52 UTC,photo_devotion
"rt @caro5cambiado: @silvanapoyhaz @selmanvrz @silcastignani o de ultima seguiremos zombis pero no nos perderemos ese momento
todas madrinas

  #poyhaz 
#adamasalı",2021-10-18 23:59:52 UTC,ayamatter62
@chuotorrealba queeeeee???no puede ser!esta cuenta esta hackeada??,2021-10-18 23:59:52 UTC,josedotan
"rt @igmanriquez: hace dos años , el tipo cambio nominal , estaba en $ 711 , hoy $ 830 . las tasas hipotecarias tenían niveles de uf + 1,7, hoy uf + 4,5 . la inflación estaba por el 3 %, hoy sobre el 5.3% anual, la bencina costaba $ 770, hoy está a $ 1000.

este cambio era el que querían ?🤦🏻‍♂️",2021-10-18 23:59:52 UTC,electricabarb
@laredtv no queremos fomento de la violencia...,2021-10-18 23:59:52 UTC,chabesanti
rt @lcvelez: #alexsaab es un panamá papers humano sobre venezuela. el presunto testaferro del régimen asesino de maduro sabe donde guardan los millones que le robaron al pueblo venezolano,2021-10-18 23:59:52 UTC,AbimaelHidalgo3
no m gustaba el guiso hasta q empecé a vivir con morena literal,2021-10-18 23:59:52 UTC,woma6n
"rt @naty_patriota: que miedo!! 
espero que nuestros carabineros salgan ilesos!! no se merecen esto! 

#18octubrenadaquecelebrar 

 https://t.co/affqmrvduw",2021-10-18 23:59:52 UTC,nannettl
"@amoralesan @rcnradio este uribe es un payaso, pero bien peligroso , ya montaron su circo y actúan pensando que les van comer cuento. uribe, ud ya es historia!",2021-10-18 23:59:52 UTC,JeronimoPerz1
"rt @democrconstituc: @osvaldobazan @rara_musa mas allá de esto, no se si alguien hizo notar que el avión es de la provincia de tucumán y manzur ya no es autoridad de esa provincia.
habláme de feudalismo.",2021-10-18 23:59:52 UTC,fotomaidana
"rt @rosaicela_: nos reunimos con el gobernador de #aguascalientes, @martinorozcoags, para avanzar en acciones conjuntas en materia de #seguridad. #juntosconstruimoslapaz🕊 https://t.co/ossgfycc7i",2021-10-18 23:59:52 UTC,NormaLiconaa
@juliocesaruv evil julio césar: no hice caca,2021-10-18 23:59:52 UTC,veranoencoma
"rt @juampimanera22: en 2015, la masa societaria alcanza los 25.000 y, además, se modernizaron los predios, la sede, el gimnasio y la boutique de barrio jardín, el estadio propio del club. a mediados de ese año, logra ascender nuevamente a la primera b nacional. https://t.co/uaivik2wii",2021-10-18 23:59:52 UTC,ANDRESGUAPA1
"rt @ricardoanayac: que las empresas pagan $1 y los hogares $5 es una mentira más de amlo. ¡claro que estaría mal si fuera verdad!

no te dejes distraer ni engañar. el punto es si queremos energía:

a) sucia y cara: $2.31 quemando combustóleo

b) limpia y barata: solo 31 centavos con páneles solares https://t.co/vvdmj67iyu",2021-10-18 23:59:52 UTC,AveMexLib
rt @fairysolace: solangelo sendo pais de menina; a thread https://t.co/incxy2axqi,2021-10-18 23:59:52 UTC,fracaeestupida
@eiopodcast @sanlorenzo @cahuracan estos troncos no van a jugar bien ni aunque les prometas que le van a tirar la goma megan fox y scarlett johansson en simultáneo,2021-10-18 23:59:52 UTC,christo_sl
rt @sottiniceci: mi hermano? lo + lindo que tengo.,2021-10-18 23:59:52 UTC,azuul09268444
rt @sottiniceci: mi hermano? lo + lindo que tengo.,2021-10-18 23:59:52 UTC,azuul09268444
@wandaicardi27 wandaaa cagale le vida a icardi y tráelo a peñarol..!👀,2021-10-18 23:59:52 UTC,el_dromedarioOK
ps alomejor me quito el flequillo y me hago el piercing de la ceja,2021-10-18 23:59:52 UTC,railix_
rt @bcvnnncc: solo contigo siento calma,2021-10-18 23:59:52 UTC,evefeern
"rt @lizgottik: ""yo iba ser la esperanza de méxico pero el jefe diego me dijo tartufo”

-😢lópez.",2021-10-18 23:59:52 UTC,ACarvaGom
"rt @primiciasyacom: sentencia⚡️

lautaro teruel, condenado a 12 años de prisión por doble abuso sexual agravado

https://t.co/b7lg28u1e9",2021-10-18 23:59:52 UTC,GlicinaGomez
@pauhofer @elisabetvel @alemaglietti @marce_garciacai es verdad jaja gracias a maglietti se confirmo,2021-10-18 23:59:52 UTC,sebacanaya14
"rt @metrodesantiago: 20:44 hrs. [actualización] estaciones cerradas:

-baquedano #l1 #l5
-sta. lucía, u. católica, salvador, manuel montt #l1
-u. de chile #l1 #l3 
-trinidad, p. de la infancia, p. pte. alto #l4
-p. de maipú, bellas artes, p. bustamante, santa isabel #l5
-franklin #l6 ingreso por l2",2021-10-18 23:59:52 UTC,PulsoCl
"rt @tripaseca007: @chascona_88_773 #parisipresidente #parisipresidente2022 
se huele el miedo, campaña del desprestigio es lo único que les queda para engañar a la gente… se quedarán sin financiamiento para seguir desinformar a la población.

tienen el poder y lo van a perder… https://t.co/nowmhog7y7",2021-10-18 23:59:52 UTC,27Maxli88
"@basorarene ya ves! le tomas una foto y ya! esta facil y aquí me la envías. 
por favor",2021-10-18 23:59:52 UTC,NedaPaty
rt @fabriferiozzi17: no estoy preparado para una semana de 5 dias,2021-10-18 23:59:52 UTC,Carsannchez
"rt @adntv: del sueño a la pesadilla: así fue la estafa de los créditos uva. 👇
https://t.co/vfq45zkdkb https://t.co/h1hylx7fet",2021-10-18 23:59:52 UTC,Diegardie
@jlotero1 debe haber alguno para gobernados q faltan a previas de cancha…,2021-10-18 23:59:52 UTC,emanueletchart
"los niñes que comían estas paletas, ahora son los mismos que su fetiche son los pies https://t.co/z9ud3j9rba",2021-10-18 23:59:52 UTC,AaExuardo
la “disnidah” se respira por doquier!!,2021-10-18 23:59:52 UTC,Manutara78
"ahm...

—no sabía qué decir. pasó su mano por su pelo, sin poder mirarle a los ojos.—

¿y desde cuándo? https://t.co/9qrmpmsj9f",2021-10-18 23:59:52 UTC,Mxdnxghtx_
"@monicaernitz otra prueba mas que la lucha la hicimos los socios solos , los comunicados solo son para plantear posturas, la lucha de la no mudanza la hicimos los socios solos . pintando paredes , colgando banderas y participando en reuniones . exponiendonos publicamente en la cancha .",2021-10-18 23:59:52 UTC,mujeresxriver
